City,Zip_Code,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label
Palo_Alto,94306,Male,No,No,No,11,No,No_phone_service,DSL,No,No,Yes,No,Yes,No,One_year,Yes,Electronic_check,41.6,470.6,Yes
San_Mateo,94403,Male,No,No,No,45,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit_card_(automatic),100.85,4740,Yes
Angwin,94508,Male,No,Yes,Yes,37,No,No_phone_service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank_transfer_(automatic),40.2,1448.8,Yes
Antioch,94509,Male,No,Yes,No,49,Yes,Yes,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic_check,84.5,4254.85,Yes
Byron,94514,Female,Yes,No,No,14,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic_check,78.95,1101.85,Yes
Clayton,94517,Male,No,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed_check,20.2,20.2,Yes
Concord,94521,Female,Yes,No,No,47,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank_transfer_(automatic),85.2,3969.35,Yes
Martinez,94553,Male,Yes,Yes,No,13,Yes,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,98,1237.85,Yes
Fremont,94555,Male,No,Yes,No,5,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,94.45,498.1,Yes
Moraga,94556,Male,Yes,No,No,3,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,105,294.45,Yes
Napa,94558,Female,Yes,Yes,No,26,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic_check,93.85,2381.55,Yes
Oakley,94561,Female,Yes,Yes,No,8,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic_check,84,613.4,Yes
Pope_Valley,94567,Female,No,Yes,No,9,No,No_phone_service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,48.75,442.2,Yes
Dublin,94568,Male,No,No,No,1,Yes,No,Fiber_optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic_check,84.85,84.85,Yes
Port_Costa,94569,Male,No,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed_check,56.65,654.85,Yes
Rodeo,94572,Female,No,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One_year,No,Credit_card_(automatic),73.9,3160.55,Yes
Saint_Helena,94574,Female,No,Yes,No,33,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two_year,Yes,Mailed_check,24.5,740.3,Yes
Union_City,94587,Female,No,No,No,31,Yes,Yes,Fiber_optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic_check,89.9,2806.9,Yes
Pleasanton,94588,Male,Yes,Yes,No,18,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic_check,78.55,1422.65,Yes
Oakland,94601,Male,No,Yes,No,42,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic_check,99.45,4138.05,Yes
Oakland,94602,Male,Yes,No,No,4,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank_transfer_(automatic),25.2,102.5,Yes
Oakland,94603,Female,No,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One_year,No,Mailed_check,74.05,872.65,Yes
Emeryville,94608,Female,Yes,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit_card_(automatic),55,757.1,Yes
Oakland,94611,Male,No,Yes,No,7,Yes,No,Fiber_optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic_check,89.75,608.8,Yes
Albany,94706,Male,No,Yes,No,14,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic_check,85.15,1139.2,Yes
Richmond,94801,Male,Yes,Yes,No,3,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,94.6,279.55,Yes
Richmond,94804,Male,No,No,No,16,Yes,No,Fiber_optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,94.25,1483.25,Yes
Richmond,94805,Male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One_year,No,Credit_card_(automatic),72.45,4653.85,Yes
San_Rafael,94901,Female,No,No,No,42,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,105.2,4400.75,Yes
Rohnert_Park,94928,Male,No,Yes,No,6,Yes,Yes,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic_check,82.85,460.25,Yes
Larkspur,94939,Male,Yes,Yes,No,53,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,103.85,5485.5,Yes
Novato,94945,Female,No,Yes,No,5,Yes,No,Fiber_optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic_check,83.6,404.2,Yes
Olema,94950,Male,No,No,No,68,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,One_year,No,Electronic_check,108.45,7176.55,Yes
Sausalito,94965,Female,No,Yes,No,3,Yes,Yes,Fiber_optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit_card_(automatic),91.5,242.95,Yes
Woodacre,94973,Male,No,Yes,No,12,Yes,No,Fiber_optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank_transfer_(automatic),80.85,866.45,Yes
Aptos,95003,Female,No,No,No,43,No,No_phone_service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank_transfer_(automatic),49.05,2076.2,Yes
Ben_Lomond,95005,Male,Yes,Yes,No,68,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,105.3,7299.65,Yes
Boulder_Creek,95006,Male,Yes,No,No,25,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic_check,88.95,2291.2,Yes
Campbell,95008,Male,Yes,Yes,No,66,Yes,Yes,Fiber_optic,No,Yes,Yes,Yes,Yes,Yes,One_year,Yes,Electronic_check,110.85,7491.75,Yes
Cupertino,95014,Female,No,Yes,No,70,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,Yes,Bank_transfer_(automatic),114.2,7723.9,Yes
Davenport,95017,Male,Yes,Yes,No,27,No,No_phone_service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank_transfer_(automatic),36.5,1032,Yes
Felton,95018,Female,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,No,Mailed_check,70.75,70.75,Yes
Hollister,95023,Male,No,No,No,3,No,No_phone_service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed_check,40.15,130.75,Yes
Morgan_Hill,95037,Male,Yes,Yes,No,29,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,94.45,2653.65,Yes
Santa_Clara,95050,Female,No,Yes,No,36,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank_transfer_(automatic),97.35,3457.9,Yes
Watsonville,95076,Male,No,No,No,1,No,No_phone_service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed_check,45.3,45.3,Yes
San_Jose,95111,Male,No,No,No,2,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic_check,94.95,178.1,Yes
San_Jose,95113,Female,No,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,44.55,480.6,Yes
San_Jose,95121,Male,No,Yes,No,1,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,23.45,23.45,Yes
San_Jose,95127,Male,No,No,No,1,No,No_phone_service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed_check,29.7,29.7,Yes
San_Jose,95129,Female,No,Yes,No,59,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic_check,101.1,6039.9,Yes
San_Jose,95132,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed_check,50.65,151.3,Yes
San_Jose,95135,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic_check,55.4,55.4,Yes
San_Jose,95136,Female,Yes,Yes,No,1,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic_check,90.6,90.6,Yes
San_Jose,95139,Male,Yes,Yes,No,2,Yes,Yes,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed_check,86.85,156.35,Yes
Stockton,95209,Female,Yes,Yes,No,29,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank_transfer_(automatic),99.05,2952.85,Yes
Acampo,95220,Female,No,No,No,52,Yes,Yes,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,One_year,Yes,Credit_card_(automatic),111.25,5916.45,Yes
Angels_Camp,95222,Male,No,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed_check,55.1,113.35,Yes
Sheep_Ranch,95250,Male,No,Yes,No,13,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit_card_(automatic),102.25,1359,Yes
Vallecito,95251,Male,Yes,No,No,19,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit_card_(automatic),95.9,1777.9,Yes
Woodbridge,95258,Female,Yes,No,No,47,Yes,Yes,Fiber_optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic_check,95.05,4504.55,Yes
Columbia,95310,Female,No,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit_card_(automatic),53.85,259.8,Yes
Delhi,95315,Male,Yes,Yes,No,52,Yes,Yes,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,104.2,5568.35,Yes
Denair,95316,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,50.25,2203.65,Yes
Groveland,95321,Female,No,No,No,25,Yes,No,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,99.5,2369.05,Yes
Hughson,95326,Female,No,No,No,9,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,No,Electronic_check,71,672.55,Yes
Jamestown,95327,Female,No,No,No,16,Yes,No,Fiber_optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit_card_(automatic),93.2,1573.7,Yes
Lathrop,95330,Male,No,Yes,No,5,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed_check,19.35,126.05,Yes
Livingston,95334,Male,No,No,No,3,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed_check,19.85,64.55,Yes
Modesto,95350,Female,No,Yes,No,31,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic_check,104.2,3243.45,Yes
Modesto,95354,Male,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic_check,79.25,79.25,Yes
Modesto,95355,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank_transfer_(automatic),44.9,44.9,Yes
Modesto,95358,Male,No,Yes,No,10,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,70.1,659.65,Yes
Oakdale,95361,Male,No,No,No,4,No,No_phone_service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic_check,29.65,118.5,Yes
Pinecrest,95364,Male,No,No,No,43,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic_check,77.85,3365.85,Yes
Planada,95365,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic_check,54.3,195.3,Yes
Riverbank,95367,Female,Yes,No,No,11,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank_transfer_(automatic),95.15,997.65,Yes
Tuolumne,95379,Male,No,Yes,No,47,Yes,Yes,Fiber_optic,Yes,No,Yes,Yes,Yes,Yes,One_year,Yes,Credit_card_(automatic),110.85,5275.8,Yes
Vernalis,95385,Male,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic_check,80.5,80.5,Yes
Santa_Rosa,95401,Male,No,No,No,4,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Bank_transfer_(automatic),72.2,305.55,Yes
Santa_Rosa,95404,Male,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed_check,51.5,900.5,Yes
Santa_Rosa,95407,Male,Yes,No,No,43,Yes,No,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed_check,89.55,3856.75,Yes
Annapolis,95412,Male,No,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One_year,No,Mailed_check,77.5,1625,Yes
Caspar,95420,Male,No,Yes,No,42,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank_transfer_(automatic),95.25,3959.35,Yes
Clearlake,95422,Male,Yes,No,No,46,Yes,No,Fiber_optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic_check,85,3969.4,Yes
Comptche,95427,Female,No,Yes,No,5,Yes,No,Fiber_optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic_check,85.75,470.95,Yes
Eldridge,95431,Female,Yes,No,No,6,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,98.25,560.6,Yes
Fulton,95439,Female,Yes,No,No,1,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed_check,25.7,25.7,Yes
Graton,95444,Female,No,Yes,No,7,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,69,506.9,Yes
Hopland,95449,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank_transfer_(automatic),46.05,80.35,Yes
Lakeport,95453,Female,Yes,Yes,No,1,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed_check,76.4,76.4,Yes
Laytonville,95454,Female,No,No,No,5,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,100.5,514,Yes
Lucerne,95458,Male,Yes,Yes,Yes,22,No,No_phone_service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed_check,40.05,880.2,Yes
Mendocino,95460,Male,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,No,Electronic_check,69.95,69.95,Yes
Navarro,95463,Male,No,No,No,1,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,93.3,93.3,Yes
Nice,95464,Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic_check,49.15,169.05,Yes
Yorkville,95494,Female,No,No,No,1,No,No_phone_service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed_check,35.05,35.05,Yes
The_Sea_Ranch,95497,Female,Yes,No,No,1,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic_check,73,73,Yes
Bridgeville,95526,Male,Yes,No,No,33,Yes,Yes,Fiber_optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit_card_(automatic),83.85,2716.3,Yes
Burnt_Ranch,95527,Female,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,70.1,70.1,Yes
Garberville,95542,Female,Yes,No,No,2,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,70.65,142.35,Yes
Hydesville,95547,Male,No,No,No,2,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed_check,20.35,33.2,Yes
Miranda,95553,Female,No,No,No,3,Yes,No,Fiber_optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit_card_(automatic),99,287.4,Yes
Petrolia,95558,Male,No,No,No,26,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic_check,83.95,2254.2,Yes
Redway,95560,Male,No,No,No,67,Yes,Yes,Fiber_optic,Yes,Yes,Yes,Yes,Yes,Yes,Two_year,No,Credit_card_(automatic),116.2,7752.3,Yes
Rio_Dell,95562,Female,No,Yes,No,71,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Two_year,Yes,Bank_transfer_(automatic),93.7,6585.35,Yes
Smith_River,95567,Male,No,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed_check,19.7,19.7,Yes
Whitethorn,95589,Female,No,No,No,5,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,No,Electronic_check,75.55,413.65,Yes
Amador_City,95601,Female,No,No,No,9,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank_transfer_(automatic),77.65,714.15,Yes
Auburn,95602,Female,Yes,No,No,26,Yes,Yes,Fiber_optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic_check,95,2497.2,Yes
Clarksburg,95612,Male,No,No,No,54,Yes,No,Fiber_optic,Yes,Yes,No,Yes,Yes,Yes,One_year,Yes,Credit_card_(automatic),105.4,5643.4,Yes
Cool,95614,Male,No,No,No,2,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,95.85,197.7,Yes
Diamond_Springs,95619,Male,No,No,No,1,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic_check,79.15,79.15,Yes
Elk_Grove,95624,Female,No,Yes,No,30,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Bank_transfer_(automatic),19.65,655.85,Yes
Elmira,95625,Female,No,No,No,4,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic_check,79,303.15,Yes
Fair_Oaks,95628,Female,No,Yes,No,17,Yes,No,Fiber_optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic_check,91.85,1574.45,Yes
Grizzly_Flats,95636,Female,Yes,No,No,60,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,One_year,Yes,Electronic_check,106,6441.4,Yes
Jackson,95642,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed_check,49.9,49.9,Yes
Kirkwood,95646,Female,No,No,No,13,Yes,Yes,Fiber_optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,100.35,1358.85,Yes
Lotus,95651,Female,Yes,Yes,No,38,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Bank_transfer_(automatic),74.95,2869.85,Yes
Mather,95655,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit_card_(automatic),49.25,49.25,Yes
Orangevale,95662,Male,No,Yes,No,50,Yes,Yes,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic_check,103.7,5071.05,Yes
Pleasant_Grove,95668,Male,No,Yes,No,65,Yes,Yes,Fiber_optic,Yes,Yes,Yes,No,No,No,One_year,No,Electronic_check,89.75,5769.6,Yes
Rescue,95672,Female,No,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed_check,20.3,20.3,Yes
Roseville,95678,Male,Yes,Yes,No,7,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,101.95,700.85,Yes
Sloughhouse,95683,Male,Yes,No,No,2,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,94,181.7,Yes
Sutter_Creek,95685,Female,No,No,No,45,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit_card_(automatic),89.3,4016.85,Yes
Walnut_Grove,95690,Female,No,No,No,1,Yes,No,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit_card_(automatic),74.3,74.3,Yes
Wheatland,95692,Male,No,No,No,1,No,No_phone_service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed_check,44.65,44.65,Yes
Wilton,95693,Male,No,Yes,No,13,Yes,No,Fiber_optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic_check,84.05,1095.3,Yes
Winters,95694,Male,No,No,No,10,Yes,Yes,Fiber_optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank_transfer_(automatic),80.7,788.8,Yes
Dutch_Flat,95714,Male,No,No,No,4,Yes,Yes,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,101.7,364.55,Yes
Kyburz,95720,Female,No,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed_check,20.4,20.4,Yes
Rancho_Cordova,95742,Male,No,Yes,No,41,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,One_year,Yes,Electronic_check,102.6,4213.35,Yes
Elk_Grove,95758,Male,No,Yes,No,71,Yes,Yes,Fiber_optic,No,Yes,Yes,No,Yes,Yes,Two_year,Yes,Bank_transfer_(automatic),106,7723.7,Yes
Woodland,95776,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed_check,55.1,154.65,Yes
Sacramento,95820,Male,No,No,No,69,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,Two_year,Yes,Bank_transfer_(automatic),106.5,7348.8,Yes
Sacramento,95825,Female,No,Yes,No,32,Yes,Yes,Fiber_optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank_transfer_(automatic),91.05,2954.5,Yes
Sacramento,95829,Female,Yes,Yes,No,51,Yes,Yes,Fiber_optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic_check,77.5,3807.35,Yes
Sacramento,95837,Female,No,Yes,No,72,No,No_phone_service,DSL,No,Yes,Yes,No,Yes,Yes,Two_year,Yes,Electronic_check,54.2,3937.45,Yes
Antelope,95843,Female,No,No,No,6,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed_check,69.25,418.4,Yes
Bangor,95914,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic_check,50.5,50.5,Yes
Brownsville,95919,Male,Yes,No,No,1,Yes,Yes,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,74.4,74.4,Yes
Chico,95928,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One_year,Yes,Mailed_check,79.45,2587.7,Yes
Dobbins,95935,Male,No,No,No,58,Yes,Yes,Fiber_optic,No,No,Yes,Yes,Yes,Yes,One_year,Yes,Electronic_check,104.65,6219.6,Yes
Forbestown,95941,Male,Yes,Yes,No,47,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,100.05,4871.05,Yes
Gridley,95948,Male,No,No,No,44,Yes,No,Fiber_optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic_check,100.55,4398.15,Yes
Grimes,95950,Male,No,No,No,2,Yes,No,Fiber_optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic_check,95.65,167.3,Yes
Orland,95963,Female,No,No,No,1,Yes,No,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic_check,94.4,94.4,Yes
Quincy,95971,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit_card_(automatic),55,55,Yes
Rough_And_Ready,95975,Male,No,No,No,1,Yes,Yes,Fiber_optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic_check,101.45,101.45,Yes
Strawberry_Valley,95981,Female,No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank_transfer_(automatic),67.95,350.3,Yes
Taylorsville,95983,Female,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,69.5,69.5,Yes
Twain,95984,Male,No,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed_check,18.85,18.85,Yes
Williams,95987,Female,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,69.2,69.2,Yes
Redding,96001,Male,No,No,No,1,Yes,No,Fiber_optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic_check,69.65,69.65,Yes
Redding,96002,Male,Yes,Yes,No,40,Yes,Yes,Fiber_optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic_check,101.85,4086.3,Yes
Adin,96006,Female,No,No,No,1,Yes,No,Fiber_optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic_check,82.3,82.3,Yes
Burney,96013,Male,No,No,No,3,Yes,No,Fiber_optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic_check,79.25,267.6,Yes
Canby,96015,Female,No,No,No,13,Yes,Yes,Fiber_optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic_check,84.6,1115.2,Yes
Cassel,96016,Female,No,Yes,No,58,Yes,Yes,Fiber_optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank_transfer_(automatic),93.4,5435.6,Yes
Castella,96017,Female,No,Yes,No,42,Yes,Yes,Fiber_optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic_check,94.2,4186.3,Yes
Shasta_Lake,96019,Male,Yes,Yes,No,1,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic_check,25.05,25.05,Yes
Dunsmuir,96025,Female,No,No,No,29,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit_card_(automatic),25.1,712.85,Yes
Etna,96027,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic_check,48.95,48.95,Yes
